country,league,home_team,away_team,date,season,home_team_goal,away_team_goal
Italy,Italy Serie A,Fiorentina,Genoa,2015-09-12 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Frosinone,Roma,2015-09-12 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Hellas Verona,Torino,2015-09-13 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Inter,Milan,2015-09-13 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Juventus,Chievo Verona,2015-09-12 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Lazio,Udinese,2015-09-13 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Palermo,Carpi,2015-09-13 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Sampdoria,Bologna,2015-09-14 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Sassuolo,Atalanta,2015-09-13 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Atalanta,Bologna,2016-03-20 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Hellas Verona,Carpi,2016-03-20 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Sampdoria,Chievo Verona,2016-03-20 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Frosinone,Fiorentina,2016-03-20 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Napoli,Genoa,2016-03-20 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Roma,Inter,2016-03-19 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Torino,Juventus,2016-03-20 00:00:00,2015/2016,1,4
Italy,Italy Serie A,Milan,Lazio,2016-03-20 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Empoli,Palermo,2016-03-19 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Sassuolo,Udinese,2016-03-20 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Juventus,Empoli,2016-04-02 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Genoa,Frosinone,2016-04-03 00:00:00,2015/2016,4,0
Italy,Italy Serie A,Bologna,Hellas Verona,2016-04-04 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Atalanta,Milan,2016-04-03 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Udinese,Napoli,2016-04-03 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Chievo Verona,Palermo,2016-04-03 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Lazio,Roma,2016-04-03 00:00:00,2015/2016,1,4
Italy,Italy Serie A,Fiorentina,Sampdoria,2016-04-03 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Carpi,Sassuolo,2016-04-02 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Inter,Torino,2016-04-03 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Torino,Atalanta,2016-04-10 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Roma,Bologna,2016-04-11 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Chievo Verona,Carpi,2016-04-09 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Empoli,Fiorentina,2016-04-10 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Sassuolo,Genoa,2016-04-09 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Napoli,Hellas Verona,2016-04-10 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Frosinone,Inter,2016-04-09 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Milan,Juventus,2016-04-09 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Palermo,Lazio,2016-04-10 00:00:00,2015/2016,0,3
Italy,Italy Serie A,Sampdoria,Udinese,2016-04-10 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Udinese,Chievo Verona,2016-04-17 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Lazio,Empoli,2016-04-17 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Hellas Verona,Frosinone,2016-04-17 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Carpi,Genoa,2016-04-16 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Sampdoria,Milan,2016-04-17 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Inter,Napoli,2016-04-16 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Juventus,Palermo,2016-04-17 00:00:00,2015/2016,4,0
Italy,Italy Serie A,Atalanta,Roma,2016-04-17 00:00:00,2015/2016,3,3
Italy,Italy Serie A,Fiorentina,Sassuolo,2016-04-17 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Bologna,Torino,2016-04-16 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Palermo,Atalanta,2016-04-20 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Napoli,Bologna,2016-04-19 00:00:00,2015/2016,6,0
Italy,Italy Serie A,Milan,Carpi,2016-04-21 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Udinese,Fiorentina,2016-04-20 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Chievo Verona,Frosinone,2016-04-20 00:00:00,2015/2016,5,1
Italy,Italy Serie A,Empoli,Hellas Verona,2016-04-20 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Genoa,Inter,2016-04-20 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Juventus,Lazio,2016-04-20 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Sassuolo,Sampdoria,2016-04-20 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Roma,Torino,2016-04-20 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Atalanta,Chievo Verona,2016-04-24 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Carpi,Empoli,2016-04-25 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Bologna,Genoa,2016-04-24 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Fiorentina,Juventus,2016-04-24 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Sampdoria,Lazio,2016-04-24 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Hellas Verona,Milan,2016-04-25 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Roma,Napoli,2016-04-25 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Frosinone,Palermo,2016-04-24 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Torino,Sassuolo,2016-04-24 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Inter,Udinese,2016-04-23 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Napoli,Atalanta,2016-05-02 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Empoli,Bologna,2016-05-01 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Juventus,Carpi,2016-05-01 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Chievo Verona,Fiorentina,2016-04-30 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Milan,Frosinone,2016-05-01 00:00:00,2015/2016,3,3
Italy,Italy Serie A,Sassuolo,Hellas Verona,2016-05-01 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Lazio,Inter,2016-05-01 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Genoa,Roma,2016-05-02 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Palermo,Sampdoria,2016-05-01 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Udinese,Torino,2016-04-30 00:00:00,2015/2016,1,5
Italy,Italy Serie A,Roma,Chievo Verona,2016-05-08 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Inter,Empoli,2016-05-07 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Sampdoria,Genoa,2016-05-08 00:00:00,2015/2016,0,3
Italy,Italy Serie A,Hellas Verona,Juventus,2016-05-08 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Carpi,Lazio,2016-05-08 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Bologna,Milan,2016-05-07 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Torino,Napoli,2016-05-08 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Fiorentina,Palermo,2016-05-08 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Frosinone,Sassuolo,2016-05-08 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Atalanta,Udinese,2016-05-08 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Genoa,Atalanta,2016-05-15 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Chievo Verona,Bologna,2016-05-15 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Udinese,Carpi,2016-05-15 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Lazio,Fiorentina,2016-05-15 00:00:00,2015/2016,2,4
Italy,Italy Serie A,Napoli,Frosinone,2016-05-14 00:00:00,2015/2016,4,0
Italy,Italy Serie A,Palermo,Hellas Verona,2016-05-15 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Sassuolo,Inter,2016-05-14 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Milan,Roma,2016-05-14 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Juventus,Sampdoria,2016-05-14 00:00:00,2015/2016,5,0
Italy,Italy Serie A,Empoli,Torino,2016-05-15 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Atalanta,Hellas Verona,2015-09-20 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Bologna,Frosinone,2015-09-20 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Carpi,Fiorentina,2015-09-20 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Chievo Verona,Inter,2015-09-20 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Genoa,Juventus,2015-09-20 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Milan,Palermo,2015-09-19 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Napoli,Lazio,2015-09-20 00:00:00,2015/2016,5,0
Italy,Italy Serie A,Roma,Sassuolo,2015-09-20 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Torino,Sampdoria,2015-09-20 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Udinese,Empoli,2015-09-19 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Carpi,Napoli,2015-09-23 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Chievo Verona,Torino,2015-09-23 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Empoli,Atalanta,2015-09-24 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Fiorentina,Bologna,2015-09-23 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Inter,Hellas Verona,2015-09-23 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Juventus,Frosinone,2015-09-23 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Lazio,Genoa,2015-09-23 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Palermo,Sassuolo,2015-09-23 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Sampdoria,Roma,2015-09-23 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Udinese,Milan,2015-09-22 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Atalanta,Sampdoria,2015-09-28 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Bologna,Udinese,2015-09-27 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Frosinone,Empoli,2015-09-28 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Genoa,Milan,2015-09-27 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Hellas Verona,Lazio,2015-09-27 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Inter,Fiorentina,2015-09-27 00:00:00,2015/2016,1,4
Italy,Italy Serie A,Napoli,Juventus,2015-09-26 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Roma,Carpi,2015-09-26 00:00:00,2015/2016,5,1
Italy,Italy Serie A,Sassuolo,Chievo Verona,2015-09-27 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Torino,Palermo,2015-09-27 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Carpi,Torino,2015-10-03 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Chievo Verona,Hellas Verona,2015-10-03 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Empoli,Sassuolo,2015-10-04 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Fiorentina,Atalanta,2015-10-04 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Juventus,Bologna,2015-10-04 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Lazio,Frosinone,2015-10-04 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Milan,Napoli,2015-10-04 00:00:00,2015/2016,0,4
Italy,Italy Serie A,Palermo,Roma,2015-10-04 00:00:00,2015/2016,2,4
Italy,Italy Serie A,Sampdoria,Inter,2015-10-04 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Udinese,Genoa,2015-10-04 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Atalanta,Carpi,2015-10-18 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Bologna,Palermo,2015-10-18 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Frosinone,Sampdoria,2015-10-18 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Genoa,Chievo Verona,2015-10-18 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Hellas Verona,Udinese,2015-10-18 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Inter,Juventus,2015-10-18 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Napoli,Fiorentina,2015-10-18 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Roma,Empoli,2015-10-17 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Sassuolo,Lazio,2015-10-18 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Torino,Milan,2015-10-17 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Carpi,Bologna,2015-10-24 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Chievo Verona,Napoli,2015-10-25 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Empoli,Genoa,2015-10-24 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Fiorentina,Roma,2015-10-25 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Juventus,Atalanta,2015-10-25 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Lazio,Torino,2015-10-25 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Milan,Sassuolo,2015-10-25 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Palermo,Inter,2015-10-24 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Sampdoria,Hellas Verona,2015-10-25 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Udinese,Frosinone,2015-10-25 00:00:00,2015/2016,1,0
Netherlands,Netherlands Eredivisie,Vitesse,FC Groningen,2008-08-29 00:00:00,2008/2009,0,4
Netherlands,Netherlands Eredivisie,Roda JC Kerkrade,FC Twente,2008-08-30 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Willem II,Ajax,2008-08-30 00:00:00,2008/2009,2,1
Netherlands,Netherlands Eredivisie,N.E.C.,De Graafschap,2008-08-30 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,FC Utrecht,PSV,2008-08-30 00:00:00,2008/2009,1,5
Netherlands,Netherlands Eredivisie,Heracles Almelo,Feyenoord,2008-08-31 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,Sparta Rotterdam,ADO Den Haag,2008-08-31 00:00:00,2008/2009,2,5
Netherlands,Netherlands Eredivisie,FC Volendam,SC Heerenveen,2008-08-31 00:00:00,2008/2009,2,3
Netherlands,Netherlands Eredivisie,AZ,NAC Breda,2008-08-31 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,De Graafschap,NAC Breda,2008-11-07 00:00:00,2008/2009,0,2
Netherlands,Netherlands Eredivisie,N.E.C.,PSV,2008-11-08 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,AZ,FC Twente,2008-11-09 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,Heracles Almelo,Vitesse,2008-11-08 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,Willem II,Roda JC Kerkrade,2008-11-08 00:00:00,2008/2009,2,1
Netherlands,Netherlands Eredivisie,Ajax,Sparta Rotterdam,2008-11-09 00:00:00,2008/2009,5,2
Netherlands,Netherlands Eredivisie,FC Groningen,FC Volendam,2008-11-09 00:00:00,2008/2009,5,0
Netherlands,Netherlands Eredivisie,Feyenoord,FC Utrecht,2008-11-09 00:00:00,2008/2009,5,2
Netherlands,Netherlands Eredivisie,ADO Den Haag,SC Heerenveen,2008-11-09 00:00:00,2008/2009,0,1
Netherlands,Netherlands Eredivisie,NAC Breda,Heracles Almelo,2008-11-14 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,ADO Den Haag,Willem II,2008-11-15 00:00:00,2008/2009,0,1
Netherlands,Netherlands Eredivisie,SC Heerenveen,FC Utrecht,2008-11-15 00:00:00,2008/2009,3,2
Netherlands,Netherlands Eredivisie,Sparta Rotterdam,FC Volendam,2008-11-15 00:00:00,2008/2009,4,0
Netherlands,Netherlands Eredivisie,Roda JC Kerkrade,N.E.C.,2008-11-15 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,Ajax,PSV,2008-11-16 00:00:00,2008/2009,4,1
Netherlands,Netherlands Eredivisie,FC Groningen,De Graafschap,2008-11-16 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,Vitesse,AZ,2008-11-16 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,FC Twente,Feyenoord,2008-11-16 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,FC Volendam,Roda JC Kerkrade,2008-11-21 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,NAC Breda,N.E.C.,2008-11-22 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,FC Twente,SC Heerenveen,2008-11-22 00:00:00,2008/2009,6,0
Netherlands,Netherlands Eredivisie,PSV,Heracles Almelo,2008-11-22 00:00:00,2008/2009,4,0
Netherlands,Netherlands Eredivisie,De Graafschap,Sparta Rotterdam,2008-11-22 00:00:00,2008/2009,3,3
Netherlands,Netherlands Eredivisie,AZ,Ajax,2008-11-23 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,Feyenoord,ADO Den Haag,2008-11-23 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,Willem II,FC Groningen,2008-11-23 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,FC Utrecht,Vitesse,2008-11-23 00:00:00,2008/2009,4,0
Netherlands,Netherlands Eredivisie,N.E.C.,FC Volendam,2008-11-30 00:00:00,2008/2009,6,1
Netherlands,Netherlands Eredivisie,De Graafschap,Roda JC Kerkrade,2008-11-29 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,ADO Den Haag,FC Twente,2008-11-29 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,Heracles Almelo,Willem II,2008-11-29 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,SC Heerenveen,PSV,2008-11-29 00:00:00,2008/2009,2,2
Netherlands,Netherlands Eredivisie,Vitesse,Feyenoord,2008-11-30 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Ajax,FC Utrecht,2008-11-30 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Sparta Rotterdam,NAC Breda,2008-11-30 00:00:00,2008/2009,4,0
Netherlands,Netherlands Eredivisie,FC Groningen,AZ,2008-11-28 00:00:00,2008/2009,0,2
Netherlands,Netherlands Eredivisie,Willem II,SC Heerenveen,2008-12-07 00:00:00,2008/2009,1,3
Netherlands,Netherlands Eredivisie,PSV,FC Groningen,2008-12-06 00:00:00,2008/2009,4,2
Netherlands,Netherlands Eredivisie,FC Twente,Sparta Rotterdam,2008-12-06 00:00:00,2008/2009,6,2
Netherlands,Netherlands Eredivisie,Roda JC Kerkrade,Vitesse,2008-12-06 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,AZ,Heracles Almelo,2008-12-06 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,FC Volendam,Ajax,2008-12-07 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,NAC Breda,ADO Den Haag,2008-12-07 00:00:00,2008/2009,0,4
Netherlands,Netherlands Eredivisie,N.E.C.,FC Utrecht,2008-12-07 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,Feyenoord,De Graafschap,2008-12-07 00:00:00,2008/2009,1,3
Netherlands,Netherlands Eredivisie,Ajax,NAC Breda,2008-12-12 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,ADO Den Haag,Roda JC Kerkrade,2008-12-13 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,SC Heerenveen,De Graafschap,2008-12-13 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,Willem II,N.E.C.,2008-12-13 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,Feyenoord,AZ,2008-12-13 00:00:00,2008/2009,0,1
Netherlands,Netherlands Eredivisie,Vitesse,PSV,2008-12-14 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Heracles Almelo,Sparta Rotterdam,2008-12-14 00:00:00,2008/2009,2,1
Netherlands,Netherlands Eredivisie,FC Utrecht,FC Volendam,2008-12-14 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,FC Groningen,FC Twente,2008-12-14 00:00:00,2008/2009,1,4
Netherlands,Netherlands Eredivisie,FC Twente,Willem II,2008-12-21 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,AZ,FC Utrecht,2008-12-19 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,NAC Breda,Vitesse,2008-12-20 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,Sparta Rotterdam,SC Heerenveen,2008-12-20 00:00:00,2008/2009,4,1
Netherlands,Netherlands Eredivisie,Roda JC Kerkrade,FC Groningen,2008-12-20 00:00:00,2008/2009,2,5
Netherlands,Netherlands Eredivisie,N.E.C.,ADO Den Haag,2008-12-21 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,FC Volendam,Heracles Almelo,2008-12-21 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,De Graafschap,Ajax,2008-12-21 00:00:00,2008/2009,0,6
Netherlands,Netherlands Eredivisie,PSV,Feyenoord,2008-12-21 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,Feyenoord,NAC Breda,2008-12-26 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,PSV,FC Twente,2008-12-27 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,Heracles Almelo,De Graafschap,2008-12-27 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,Willem II,Sparta Rotterdam,2008-12-27 00:00:00,2008/2009,3,2
Netherlands,Netherlands Eredivisie,Vitesse,FC Volendam,2008-12-27 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,Ajax,ADO Den Haag,2008-12-28 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,AZ,N.E.C.,2008-12-28 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,FC Utrecht,Roda JC Kerkrade,2008-12-28 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,FC Groningen,SC Heerenveen,2008-12-28 00:00:00,2008/2009,2,3
Netherlands,Netherlands Eredivisie,SC Heerenveen,Feyenoord,2009-01-16 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,De Graafschap,Willem II,2009-01-17 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,ADO Den Haag,Heracles Almelo,2009-01-17 00:00:00,2008/2009,2,2
Netherlands,Netherlands Eredivisie,FC Twente,Vitesse,2009-01-17 00:00:00,2008/2009,2,1
Netherlands,Netherlands Eredivisie,NAC Breda,FC Utrecht,2009-01-17 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Roda JC Kerkrade,PSV,2009-01-18 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Sparta Rotterdam,FC Groningen,2009-01-18 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,FC Volendam,AZ,2009-01-18 00:00:00,2008/2009,0,2
Netherlands,Netherlands Eredivisie,N.E.C.,Ajax,2009-01-18 00:00:00,2008/2009,2,4
Netherlands,Netherlands Eredivisie,FC Utrecht,Sparta Rotterdam,2009-01-25 00:00:00,2008/2009,3,3
Netherlands,Netherlands Eredivisie,SC Heerenveen,Roda JC Kerkrade,2009-01-24 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,AZ,De Graafschap,2009-01-24 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,PSV,NAC Breda,2009-01-24 00:00:00,2008/2009,2,2
Netherlands,Netherlands Eredivisie,Feyenoord,Willem II,2009-01-24 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Vitesse,N.E.C.,2009-01-25 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,FC Volendam,ADO Den Haag,2009-01-25 00:00:00,2008/2009,0,1
Netherlands,Netherlands Eredivisie,Heracles Almelo,FC Twente,2009-01-25 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,FC Groningen,Ajax,2009-01-25 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,SC Heerenveen,Heracles Almelo,2008-09-12 00:00:00,2008/2009,2,2
Netherlands,Netherlands Eredivisie,PSV,Sparta Rotterdam,2008-09-13 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,ADO Den Haag,AZ,2008-09-13 00:00:00,2008/2009,3,0
Netherlands,Netherlands Eredivisie,FC Twente,N.E.C.,2008-09-13 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Feyenoord,FC Volendam,2008-09-13 00:00:00,2008/2009,5,0
Netherlands,Netherlands Eredivisie,De Graafschap,Vitesse,2008-09-14 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,NAC Breda,Willem II,2008-09-14 00:00:00,2008/2009,1,3
Netherlands,Netherlands Eredivisie,FC Groningen,FC Utrecht,2008-09-14 00:00:00,2008/2009,2,0
Netherlands,Netherlands Eredivisie,Ajax,Roda JC Kerkrade,2008-09-14 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,Roda JC Kerkrade,Heracles Almelo,2009-01-30 00:00:00,2008/2009,3,1
Netherlands,Netherlands Eredivisie,ADO Den Haag,FC Groningen,2009-01-31 00:00:00,2008/2009,0,1
Netherlands,Netherlands Eredivisie,NAC Breda,FC Volendam,2009-01-31 00:00:00,2008/2009,1,1
Netherlands,Netherlands Eredivisie,Willem II,Vitesse,2009-01-31 00:00:00,2008/2009,0,2
Netherlands,Netherlands Eredivisie,Ajax,SC Heerenveen,2009-01-31 00:00:00,2008/2009,0,1
Netherlands,Netherlands Eredivisie,FC Twente,FC Utrecht,2009-02-01 00:00:00,2008/2009,0,0
Netherlands,Netherlands Eredivisie,De Graafschap,PSV,2009-02-01 00:00:00,2008/2009,0,3
Netherlands,Netherlands Eredivisie,N.E.C.,Feyenoord,2009-02-01 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,Sparta Rotterdam,AZ,2009-02-01 00:00:00,2008/2009,0,2
Netherlands,Netherlands Eredivisie,Vitesse,SC Heerenveen,2009-02-03 00:00:00,2008/2009,1,0
Netherlands,Netherlands Eredivisie,Willem II,FC Volendam,2009-02-03 00:00:00,2008/2009,1,2
Netherlands,Netherlands Eredivisie,Ajax,Heracles Almelo,2009-02-03 00:00:00,2008/2009,2,2
